iter	RMSE
158	0.02878130151
159	0.02857795623
160	0.0283985376
161	0.02820736901
162	0.02808064155
163	0.02783259774
164	0.02765277348
165	0.02759556961
166	0.02740653047
167	0.02727917347
168	0.02711266781
169	0.02700958478
170	0.02684577167
171	0.02666313427
172	0.02658165193
173	0.02640965741
174	0.02628158487
175	0.02606843627
176	0.02584260668
177	0.02572251389
178	0.02565066529
179	0.02547260214
180	0.02527540345
181	0.02509331481
182	0.02493636235
183	0.02472650331
184	0.02454844959
185	0.02439874526
186	0.02424308117
187	0.02408012786
188	0.02392153698
189	0.0237856971
190	0.02371198205
191	0.02354481017
192	0.02337894215
193	0.02327822412
194	0.02324454441
195	0.0231983994
196	0.02316077543
197	0.02298908052
198	0.02289720806
199	0.02279482091
200	0.0226515622
201	0.02257112353
202	0.02242928433
203	0.02227425067
204	0.02214968979
205	0.02200199185
206	0.02193074074
207	0.02189491742
208	0.02175319634
209	0.02161365318
210	0.02147798327
211	0.02135403546
212	0.0212214048
213	0.02109873514
214	0.02097287657
215	0.02084598111
216	0.02073090661
217	0.02061313449
218	0.020508195
219	0.02048702768
220	0.02037405774
221	0.02027259855
222	0.02015798486
223	0.02004344508
224	0.01994246414
225	0.01982515152
226	0.01972095573
227	0.01961860678
228	0.01951064159
229	0.0194611725
230	0.01934345424
231	0.01923432898
232	0.01911942588
233	0.01907053192
234	0.01895890311
235	0.01892429569
236	0.01887468699
237	0.01879172821
238	0.01868734955
239	0.01857721111
240	0.01847016508
241	0.01837738061
242	0.01831195657
243	0.0182240472
244	0.01811330189
245	0.01805702051
246	0.01797305388
247	0.01789377597
248	0.01778816622
249	0.01768392552
250	0.01761966725
251	0.01755554505
252	0.01744299199
253	0.0173508012
254	0.01729139473
255	0.0172614242
256	0.01717337729
257	0.01710319165
258	0.01708457554
259	0.01701177248
260	0.01691940819
261	0.01686408453
262	0.01682582223
263	0.01674022998
264	0.01667729746
265	0.01666426266
266	0.01659207668
267	0.01652198148
268	0.01643990911
269	0.01635664434
270	0.01632126777
271	0.0163046971
272	0.01629261059
273	0.01620730044
274	0.01613952546
275	0.0160707609
276	0.0159970009
277	0.01593034249
278	0.01585500193
279	0.01578536311
280	0.01577095908
281	0.01570495342
282	0.01564066509
283	0.01556610036
284	0.01550141787
285	0.01542748536
286	0.0153431957
287	0.01528075222
288	0.01523138586
289	0.01520129638
290	0.01515772063
291	0.01512704277
292	0.01510879174
293	0.01502529988
294	0.01499298454
295	0.01494992214
296	0.01493212973
297	0.01491470127
298	0.01484203717
299	0.0148018504
300	0.01472343379
301	0.01466040821
302	0.01460902823
303	0.01452617588
304	0.01446415713
305	0.01442004984
306	0.01439967039
307	0.01434089979
308	0.01427866244
309	0.01422435722
310	0.01419962911
311	0.01414026818
312	0.01408781471
313	0.01406161272
314	0.01404765356
315	0.01399563301
316	0.01398781149
317	0.01394666158
318	0.01388390372
319	0.01383663648
320	0.01382150735
321	0.01376534974
322	0.0137574041
323	0.01369960358
324	0.01363376813
325	0.0135815891
326	0.01354896901
327	0.01349523603
328	0.01348679717
329	0.01347807751
330	0.01343137951
331	0.01342067794
332	0.01341011564
333	0.01336302426
334	0.01331080331
335	0.01324502365
336	0.01323024893
337	0.01317519078
338	0.01312328312
339	0.01306805505
340	0.01301992069
341	0.01296443208
342	0.01291442282
343	0.01285312651
344	0.01279650494
345	0.01278869716
346	0.01277699951
347	0.01271093783
348	0.012669258
349	0.01263618346
350	0.01258185934
351	0.01253551599
352	0.01250650197
353	0.01246565613
354	0.01242390614
355	0.01235769023
356	0.01230078658
357	0.01224924549
358	0.01223798035
359	0.01218561705
360	0.01214791767
361	0.01209128774
362	0.01204932395
363	0.01201232528
364	0.01196830309
365	0.01191729796
366	0.01191055553
367	0.01186097841
368	0.01181974496
369	0.0118006251
370	0.01174488752
371	0.01169805561
372	0.01164186506
373	0.01160060959
374	0.01158207865
375	0.01156511147
376	0.01151452295
377	0.01146379883
378	0.01143130668
379	0.01138558641
380	0.01134698539
381	0.01131112233
382	0.0112596318
383	0.01124989101
384	0.01121432557
385	0.01118574938
386	0.01115289737
387	0.01110743358
388	0.01106683859
389	0.01105875994
390	0.01102761697
391	0.01098224725
392	0.01094831161
393	0.01091926216
394	0.01087451183
395	0.01083930467
396	0.01079821254
397	0.01076997077
398	0.01073452356
399	0.01069846776
400	0.01066995607
401	0.0106410591
402	0.01059629711
403	0.01056878697
404	0.01052208514
405	0.01047816884
406	0.01044518419
407	0.01040173625
408	0.01037199681
409	0.01033734803
410	0.01030423618
411	0.01027689296
412	0.01026919951
413	0.01023894095
414	0.01020268273
415	0.01017485683
416	0.01013855119
417	0.01009749837
418	0.01006747382
419	0.01002608859
420	0.009998441288
421	0.009963083971
422	0.009958450064
423	0.009916607812
424	0.009889245072
425	0.00985402491
426	0.009813361025
427	0.009778667246
428	0.009753730305
429	0.009724829818
430	0.009694589044
431	0.009661926662
432	0.00965340558
433	0.009613830188
434	0.009586092242
435	0.009557866035
436	0.009531689533
437	0.009508477806
438	0.009484132401
439	0.009475589659
440	0.00944759388
441	0.009419169306
442	0.009391761062
443	0.009362191149
444	0.009331844708
445	0.00930915561
446	0.009284849668
447	0.009269212875
448	0.009243607824
449	0.009208767021
450	0.00920421987
451	0.009182152676
452	0.009157574431
453	0.009128198149
454	0.009100527209
455	0.00906403967
456	0.009033537762
457	0.009006567235
458	0.008977728674
459	0.00893738267
460	0.008922015741
461	0.008900523974
462	0.008878467584
463	0.00885511106
464	0.008823487735
465	0.008787186815
466	0.008757271543
467	0.008734987192
468	0.008730396132
469	0.008695956557
470	0.008656230447
471	0.008634792216
472	0.008606599731
473	0.008579797561
474	0.008554192018
475	0.008536442257
476	0.008516496869
477	0.008489497944
478	0.008483808994
479	0.008480419885
480	0.008455436719
481	0.008439741336
482	0.00842723765
483	0.008414113394
484	0.008387407155
485	0.008384007289
486	0.008379675396
487	0.008353466507
488	0.008327372005
489	0.008302719614
490	0.008274159149
491	0.008252807543
492	0.008217653445
493	0.008195232087
494	0.008167533666
495	0.008133610521
496	0.00812168549
497	0.00809916509
498	0.008070134187
499	0.008049049947
500	0.008023155478
501	0.008009199556
502	0.0079905364
503	0.00796331774
504	0.007940364264
505	0.007917355134
506	0.00789708188
507	0.007874859724
508	0.007856162195
509	0.007819078742
510	0.007803012526
511	0.007786490805
512	0.007762297203
513	0.007743632278
514	0.007722065344
515	0.007692870153
516	0.007690858593
517	0.00765980662
518	0.007636638376
519	0.007612623206
520	0.007588897609
521	0.007567136292
522	0.007556728373
523	0.007530692228
524	0.007517293018
525	0.007512470938
526	0.007485850892
527	0.0074752305
528	0.007450504715
529	0.007427254208
530	0.007401586929
531	0.007379191007
532	0.007351500558
533	0.007333780981
534	0.007305689361
535	0.007279494462
536	0.007262786956
537	0.007244176324
538	0.007218443389
539	0.007196701577
540	0.007193419409
541	0.007173946971
542	0.007156555993
543	0.007132134167
544	0.007105481964
545	0.007081568589
546	0.007062823186
547	0.007036214077
548	0.007014221713
549	0.00701000533
550	0.00699479894
551	0.006977162805
552	0.006957036508
553	0.00695556782
554	0.006940124852
555	0.006922515585
556	0.006903506368
557	0.006885612775
558	0.006869028541
559	0.006851441431
560	0.006835857743
561	0.00681120078
562	0.006791173018
563	0.006778230971
564	0.006775006655
565	0.006751206231
566	0.006729224491
567	0.006704654658
568	0.006682221761
569	0.006661043624
570	0.006645495367
571	0.006623162669
572	0.006601757625
573	0.006585769665
574	0.006561757842
575	0.006545921861
576	0.006537026601
577	0.006517144191
578	0.006495160997
579	0.006478389156
580	0.006456689463
581	0.006435528973
582	0.006419572137
583	0.006404139197
584	0.006387765235
585	0.006373725565
586	0.0063547451
587	0.006334069886
588	0.006319474492
589	0.006309208424
590	0.006305596444
591	0.006285211484
592	0.006259683118
593	0.006256962523
594	0.006244321372
595	0.006222834196
596	0.006219615844
597	0.006204289464
598	0.006186055803
599	0.006172944707
600	0.006155070942
601	0.006138992689
602	0.006128109818
603	0.006105745463
604	0.006104408718
605	0.006087817584
606	0.006074585815
607	0.006058732629
608	0.006042770783
609	0.006028275352
610	0.006012248196
611	0.006006362074
612	0.005995242658
613	0.005972726898
614	0.005954759647
615	0.005938139351
616	0.005924551908
617	0.005903026092
618	0.005885946857
619	0.005869010156
620	0.005850279027
621	0.005847049834
622	0.00584589089
623	0.005832426906
624	0.005820868682
625	0.005818459696
626	0.00579853275
627	0.005796463673
628	0.005777188697
629	0.005755722449
630	0.005742983559
631	0.005732095192
632	0.005720225674
633	0.005702778264
634	0.00568391547
635	0.005671816905
636	0.005660412072
637	0.005643155893
638	0.005624036284
639	0.005611477144
640	0.005591553118
641	0.005581901685
642	0.005567660328
643	0.005555302152
644	0.005533396288
645	0.005520210138
646	0.005505944525
647	0.005492628897
648	0.005479838756
649	0.005466700904
650	0.005452966672
651	0.005450378875
652	0.00543894815
653	0.005437919323
654	0.005425129779
655	0.005416557444
656	0.005404943891
657	0.005392160944
658	0.005372994173
659	0.005360788424
660	0.005345387364
661	0.00532728282
662	0.005324924413
663	0.00532015717
664	0.00530357104
665	0.005289436402
666	0.005271006994
667	0.005253152848
668	0.005242160228
669	0.00523179212
670	0.005215241833
671	0.005201470653
672	0.005186841082
673	0.005177759624
674	0.005169475784
675	0.005155968601
676	0.005153773417
677	0.005143532887
678	0.005127264262
679	0.005125494922
680	0.005115521979
681	0.005106768706
682	0.005096122841
683	0.005080980735
684	0.005063132649
685	0.005050046779
686	0.005034886555
687	0.00502288717
688	0.005010252901
689	0.004994758251
690	0.004985882438
691	0.004971195419
692	0.004970040906
693	0.004960647749
694	0.004949222185
695	0.00493530641
696	0.004923706323
697	0.004907108599
698	0.004895712967
699	0.004876785103
700	0.004867582382
701	0.004858152984
702	0.004845713633
703	0.00483338472
704	0.004826017325
705	0.00480908133
706	0.004797474122
707	0.004784876633
708	0.004776359115
709	0.004764861775
710	0.004755938202
711	0.004745026861
712	0.004732422088
713	0.004719564086
714	0.004708406693
715	0.004690232447
716	0.00467650367
717	0.004660049859
718	0.004654492147
719	0.004643197767
720	0.004637564576
721	0.004625065314
722	0.004616563821
723	0.004608553916
724	0.004593809082
725	0.004584406517
726	0.004565123247
727	0.00454980292
728	0.004536524942
729	0.004527735325
730	0.004519580078
731	0.004505230157
732	0.004490670342
733	0.004479670749
734	0.004464930273
735	0.00445590321
736	0.004443786069
737	0.004434520852
738	0.00442538395
739	0.004411212246
740	0.004396265245
741	0.004387397604
742	0.004379136104
743	0.004371845959
744	0.004358601161
745	0.004349925095
746	0.004337847959
747	0.004327075109
748	0.004316184219
749	0.004303104039
750	0.004301416903
751	0.004290084714
752	0.004281630828
753	0.004271622998
754	0.004266546699
755	0.004265575328
756	0.004258737606
757	0.004246793116
758	0.004236578444
759	0.004230546663
760	0.004217979982
761	0.004208742031
762	0.004203669612
763	0.004195797269
764	0.004183030549
765	0.004168810305
766	0.004164519791
767	0.004152257188
768	0.004143572149
769	0.004141830802
770	0.004129064282
771	0.004123461925
772	0.004115481195
773	0.004104982615
774	0.004097816596
775	0.004096130705
776	0.004086299728
777	0.004084315474
778	0.004072386234
779	0.004058849087
780	0.004045846601
781	0.004034538801
782	0.004026575205
783	0.004019503121
784	0.004006417719
785	0.004000002279
786	0.003993551636
787	0.003985814924
788	0.00398210291
789	0.003968247817
790	0.003959358915
791	0.003949417027
792	0.003939346043
793	0.003928412922
794	0.003923613579
795	0.00391631498
796	0.003910390951
797	0.003897863081
798	0.003889148037
799	0.003883631729
800	0.003874127011
801	0.003864774329
802	0.003864020751
803	0.003862564788
804	0.00385705923
805	0.003851997734
806	0.003841022102
807	0.003832465616
808	0.00382491674
809	0.003818513564
810	0.003810406261
811	0.003798630402
812	0.003792465207
813	0.003786796837
814	0.003780847706
815	0.003771568603
816	0.003764779573
817	0.003757285867
818	0.003748473193
819	0.003738520401
820	0.00373187117
821	0.003722632395
822	0.003711776766
823	0.003704518949
824	0.003696298922
825	0.003686251136
826	0.003676950057
827	0.003667329018
828	0.003656390577
829	0.003647253365
830	0.003642668065
831	0.00363904574
832	0.00363350109
833	0.00362746686
834	0.003616898442
835	0.003609289677
836	0.003605573531
837	0.003598417262
838	0.003590772024
839	0.003584454321
840	0.003575024497
841	0.003573138397
842	0.003564755483
843	0.003557814685
844	0.003552862496
845	0.003547488026
846	0.003546898547
847	0.003539702393
848	0.00353135934
849	0.003525710454
850	0.003516149574
851	0.003509407282
852	0.003501384438
853	0.003495253317
854	0.003489231544
855	0.00348359304
856	0.003473084203
857	0.003466802312
858	0.003458101672
859	0.003447169519
860	0.003438343692
861	0.00342950086
862	0.003428662751
863	0.003426429577
864	0.0034196246
865	0.00341361298
866	0.003406208984
867	0.003400878843
868	0.003393015462
869	0.003382056803
870	0.003375325996
871	0.003370881683
872	0.003366057419
873	0.003365207258
874	0.003356934004
875	0.003352082339
876	0.003343129851
877	0.003338178753
878	0.003330132044
879	0.00332237949
880	0.003315521836
881	0.003306034613
882	0.003297967113
883	0.003291670694
884	0.003285050438
885	0.003278497906
886	0.003271975893
887	0.003262363324
888	0.003255566566
889	0.003249345572
890	0.003243149362
891	0.003237650785
892	0.003233548106
893	0.003225897272
894	0.003222076841
895	0.003220949268
896	0.003219338508
897	0.003215504268
898	0.003210092595
899	0.003203211776
900	0.003196795666
901	0.003189784007
902	0.003188828453
903	0.003179976338
904	0.003177204761
905	0.003175977605
906	0.003168298786
907	0.003160760987
908	0.00315114663
909	0.003145467598
910	0.003138892935
911	0.003129857698
912	0.003124153523
913	0.003117390492
914	0.003110251682
915	0.003101380145
916	0.003094204831
917	0.003086198113
918	0.003077390071
919	0.003070681259
920	0.00306238779
921	0.003056498994
922	0.003049193167
923	0.003040626614
924	0.003034245632
925	0.003030652592
926	0.003030083953
927	0.003029210771
928	0.003024707776
929	0.00302389244
930	0.00301973363
931	0.003018850392
932	0.003013654357
933	0.003005694213
934	0.002999995813
935	0.002991877008
936	0.002986795016
937	0.002981115057
938	0.002972500511
939	0.002967262669
940	0.002960204583
941	0.002953190262
942	0.002944813474
943	0.002944099784
944	0.002939115918
945	0.002933862093
946	0.002933000713
947	0.002925631797
948	0.002921296694
949	0.002914173114
950	0.002910865325
951	0.002907567923
952	0.002899810434
953	0.002895674747
954	0.002886934093
955	0.002883437212
956	0.002878848601
957	0.002870887995
958	0.002863898404
959	0.002854678079
960	0.002846844759
961	0.002840931247
962	0.002837920706
963	0.002831986984
964	0.002831059234
965	0.002824317732
966	0.002817712377
967	0.002817067307
968	0.00280933863
969	0.002804422201
970	0.002797095882
971	0.002790473967
972	0.002784416847
973	0.002779215152
974	0.002772157052
975	0.00276673062
976	0.002761472505
977	0.002754790733
978	0.002749279187
979	0.002743426715
980	0.002734853752
981	0.002734142351
982	0.002733058014
983	0.002727135754
984	0.002721351867
985	0.002715025992
986	0.002708916267
987	0.002705191595
988	0.002701917795
989	0.002697421375
990	0.002693812302
991	0.002691056397
992	0.002684716535
993	0.00267983576
994	0.002674396172
995	0.00266640175
996	0.002665732838
997	0.002660315907
998	0.002654820275
999	0.002649203169
52
